Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)	Cr_(rad)	M_(rad)	ICrCa(_^4)	IML(_^4)	ZCrCa(__A)	ZML(__A)	RCrCa(_)	RML(_)	DCrCa(_)	DML(_)
Aligned_pair3_v	26	0.931	0.951	0.965	0.951	0.965	1.128	0.493	0.57	0.063	0.078	0.127	0.136	0.128	0.236	1.065	1.225	2.111	3.736	0	0	0	0	1.571	0.066	0.075	0.124	0.138	0.531	0.545	1.12	1.12
Aligned_pair3_v	27	0.946	0.95	0.969	0.95	0.969	1.018	0.525	0.598	0.067	0.078	0.114	0.131	0.127	0.24	1.12	1.262	2.159	3.835	0	0	0	0	1.571	0.07	0.075	0.132	0.137	0.53	0.549	1.12	1.12
Aligned_pair3_v	28	0.98	0.952	0.972	0.952	0.972	0.924	0.563	0.592	0.074	0.082	0.104	0.138	0.131	0.256	1.12	1.285	2.083	3.876	1.01	0.994	0.082	0	1.571	0.077	0.079	0.144	0.143	0.532	0.552	1.12	1.12
Aligned_pair3_v	29	0.971	0.952	0.976	0.952	0.976	0.839	0.528	0.582	0.068	0.084	0.09	0.145	0.129	0.249	1.107	1.285	2.083	3.719	0	0	0	0	1.571	0.075	0.077	0.142	0.137	0.531	0.564	1.19	1.12
Aligned_pair3_v	30	0.956	0.935	0.986	0.935	0.986	0.876	0.526	0.576	0.068	0.079	0.094	0.138	0.13	0.251	1.12	1.247	2.237	3.835	0	0	0	0	1.571	0.073	0.075	0.136	0.132	0.536	0.565	1.19	1.12
Aligned_pair3_v	31	0.956	0.925	0.986	0.925	0.986	0.889	0.518	0.587	0.066	0.083	0.096	0.141	0.127	0.248	1.12	1.262	2.159	3.951	1.01	0.994	0.082	0	1.571	0.072	0.076	0.126	0.134	0.575	0.566	1.19	1.19
Aligned_pair3_v	32	0.98	0.919	0.988	0.919	0.988	0.912	0.532	0.577	0.073	0.084	0.102	0.145	0.136	0.259	1.127	1.262	2.802	3.951	0	0	0	0	1.571	0.077	0.08	0.135	0.14	0.569	0.568	1.19	1.19
Aligned_pair3_v	33	0.985	0.914	0.977	0.914	0.977	1.349	0.55	0.582	0.071	0.087	0.156	0.149	0.129	0.246	1.126	1.308	1.3	3.992	0	0	0	0	1.571	0.072	0.086	0.127	0.138	0.564	0.627	1.26	1.19
Aligned_pair3_v	34	1.015	0.91	0.963	0.91	0.963	1.426	0.513	0.601	0.073	0.095	0.166	0.157	0.142	0.258	1.05	1.328	1.249	3.975	0	0	0	0	1.571	0.073	0.094	0.149	0.154	0.49	0.613	1.26	1.05
Aligned_pair3_v	35	1.059	0.903	0.956	0.903	0.956	1.498	0.533	0.614	0.078	0.104	0.176	0.169	0.147	0.292	1.109	1.308	1.842	4.074	0	0	0	0	1.571	0.079	0.104	0.142	0.171	0.553	0.606	1.26	1.12
Aligned_pair3_v	36	1.093	0.895	0.947	0.895	0.947	1.367	0.555	0.624	0.086	0.107	0.175	0.171	0.155	0.308	1.12	1.328	1.893	3.917	1.094	1.075	0.097	0	1.571	0.087	0.106	0.159	0.178	0.545	0.597	1.26	1.12
Aligned_pair3_v	37	1.098	0.88	0.957	0.88	0.957	1.182	0.579	0.63	0.088	0.107	0.157	0.17	0.152	0.308	1.184	1.328	1.893	3.975	0	0	0	0	1.571	0.091	0.104	0.151	0.172	0.599	0.607	1.26	1.19
Aligned_pair3_v	38	1.127	0.896	0.969	0.896	0.969	1.338	0.605	0.647	0.093	0.112	0.178	0.174	0.155	0.317	1.19	1.352	1.942	4.272	0	0	0	0	1.571	0.094	0.112	0.164	0.174	0.575	0.642	1.33	1.19
Aligned_pair3_v	39	1.147	0.884	0.991	0.884	0.991	1.279	0.578	0.646	0.096	0.117	0.175	0.181	0.165	0.326	1.19	1.359	2.539	4.214	1.129	1.117	0.081	0	1.571	0.097	0.115	0.166	0.18	0.586	0.641	1.33	1.19
Aligned_pair3_v	40	1.142	0.88	1.007	0.88	1.007	1.135	0.606	0.638	0.098	0.113	0.156	0.177	0.161	0.33	1.249	1.347	2.058	4.173	0	0	0	0	1.571	0.1	0.11	0.167	0.183	0.6	0.603	1.26	1.26
Aligned_pair3_v	41	1.142	0.879	1.005	0.879	1.005	1.114	0.587	0.649	0.095	0.116	0.153	0.178	0.162	0.32	1.223	1.381	2.103	4.173	0	0	0	0	1.571	0.099	0.112	0.165	0.185	0.599	0.605	1.26	1.26
Aligned_pair3_v	42	1.147	0.884	1.014	0.884	1.014	0.948	0.586	0.704	0.095	0.119	0.126	0.17	0.162	0.304	1.237	1.442	2.078	4.569	0	0	0	0	1.571	0.103	0.111	0.171	0.187	0.604	0.596	1.26	1.26
Aligned_pair3_v	43	1.186	0.883	1.022	0.883	1.022	0.944	0.592	0.677	0.101	0.128	0.13	0.189	0.171	0.335	1.238	1.442	2.078	4.388	0	0	0	0	1.571	0.11	0.119	0.183	0.18	0.603	0.658	1.33	1.26
Aligned_pair3_v	44	1.176	0.887	1.02	0.887	1.02	0.898	0.633	0.673	0.1	0.125	0.12	0.187	0.158	0.33	1.248	1.442	2.078	4.313	1.066	1.014	0.148	0	1.571	0.11	0.116	0.181	0.175	0.606	0.66	1.33	1.26
Aligned_pair3_v	45	1.186	0.886	1.026	0.886	1.026	0.913	0.649	0.667	0.103	0.126	0.124	0.189	0.159	0.343	1.26	1.418	2.145	4.371	0	0	0	0	1.571	0.111	0.117	0.184	0.18	0.606	0.654	1.33	1.26
Aligned_pair3_v	46	1.221	0.895	1.029	0.895	1.029	0.95	0.643	0.674	0.114	0.128	0.135	0.19	0.177	0.359	1.26	1.443	2.253	4.528	0	0	0	0	1.571	0.119	0.124	0.193	0.19	0.615	0.651	1.33	1.26
Aligned_pair3_v	47	1.23	0.901	1.035	0.901	1.035	1.063	0.634	0.677	0.111	0.137	0.157	0.202	0.175	0.365	1.26	1.443	2.253	4.644	0	0	0	0	1.571	0.117	0.131	0.188	0.203	0.621	0.645	1.33	1.26
Aligned_pair3_v	48	1.26	0.888	1.038	0.888	1.038	1.096	0.611	0.677	0.121	0.136	0.166	0.201	0.198	0.376	1.26	1.437	2.322	4.511	0	0	0	0	1.571	0.124	0.133	0.204	0.207	0.607	0.642	1.33	1.26
Aligned_pair3_v	49	1.279	0.892	1.037	0.892	1.037	1.195	0.622	0.682	0.12	0.146	0.184	0.214	0.193	0.389	1.26	1.443	2.253	4.569	0	0	0	0	1.571	0.123	0.143	0.201	0.222	0.612	0.644	1.33	1.26
Aligned_pair3_v	50	1.274	0.881	1.036	0.881	1.036	1.099	0.678	0.683	0.121	0.142	0.168	0.208	0.179	0.382	1.26	1.418	1.924	4.511	0	0	0	0	1.571	0.125	0.138	0.208	0.214	0.6	0.645	1.33	1.26
Aligned_pair3_v	51	1.25	0.868	1.044	0.868	1.044	0.859	0.628	0.685	0.114	0.14	0.119	0.204	0.182	0.369	1.262	1.443	2.459	4.668	0	0	0	0	1.571	0.125	0.129	0.19	0.203	0.658	0.636	1.33	1.33
Aligned_pair3_v	52	1.255	0.865	1.052	0.865	1.052	0.763	0.575	0.674	0.109	0.148	0.1	0.219	0.189	0.375	1.236	1.443	2.459	4.429	1.094	1.058	0.148	0	1.571	0.129	0.127	0.197	0.202	0.655	0.632	1.33	1.33
Aligned_pair3_v	53	1.216	0.853	1.04	0.853	1.04	0.735	0.567	0.658	0.104	0.137	0.091	0.208	0.184	0.346	1.188	1.418	2.567	4.446	0	0	0	0	1.571	0.122	0.119	0.19	0.186	0.643	0.64	1.33	1.33
Aligned_pair3_v	54	1.216	0.852	1.033	0.852	1.033	0.654	0.555	0.669	0.102	0.141	0.075	0.21	0.185	0.35	1.188	1.418	2.145	4.289	0	0	0	0	1.571	0.127	0.116	0.197	0.18	0.642	0.648	1.33	1.33
Aligned_pair3_v	55	1.206	0.85	1.035	0.85	1.035	0.889	0.584	0.662	0.105	0.133	0.121	0.201	0.18	0.355	1.223	1.418	2.145	4.429	0	0	0	0	1.571	0.116	0.122	0.181	0.189	0.639	0.646	1.33	1.33
Aligned_pair3_v	56	1.211	0.842	1.039	0.842	1.039	0.935	0.621	0.667	0.105	0.135	0.131	0.202	0.169	0.355	1.238	1.418	1.924	4.545	0	0	0	0	1.571	0.115	0.124	0.182	0.194	0.632	0.641	1.33	1.33
Aligned_pair3_v	57	1.245	0.843	1.023	0.843	1.023	0.939	0.641	0.679	0.119	0.132	0.135	0.195	0.185	0.368	1.284	1.418	2.145	4.487	0	0	0	0	1.571	0.123	0.128	0.195	0.194	0.633	0.657	1.33	1.33
Aligned_pair3_v	58	1.206	0.842	1.021	0.842	1.021	1.119	0.612	0.684	0.109	0.127	0.163	0.186	0.178	0.341	1.252	1.4	2.214	4.313	0	0	0	0	1.571	0.112	0.124	0.177	0.188	0.632	0.66	1.33	1.26
Aligned_pair3_v	59	1.201	0.841	1.009	0.841	1.009	-1.381	0.596	0.673	0.111	0.122	0.193	0.181	0.186	0.346	1.26	1.416	1.422	4.33	0	0	0	0	1.571	0.111	0.121	0.177	0.181	0.63	0.672	1.4	1.26
Aligned_pair3_v	60	1.23	0.838	1.013	0.838	1.013	-1.342	0.619	0.678	0.116	0.129	0.195	0.191	0.188	0.351	1.278	1.428	1.373	4.446	1.155	1.111	0.169	0	1.571	0.117	0.128	0.185	0.192	0.632	0.667	1.4	1.33
Aligned_pair3_v	61	1.23	0.842	1.006	0.842	1.006	-0.984	0.637	0.66	0.118	0.128	0.142	0.194	0.185	0.352	1.282	1.418	1.218	4.33	0	0	0	0	1.571	0.121	0.125	0.173	0.185	0.698	0.675	1.4	1.4
Aligned_pair3_v	62	1.216	0.847	0.993	0.847	0.993	-0.712	0.621	0.656	0.115	0.126	0.086	0.192	0.185	0.339	1.274	1.428	0.197	4.825	0	0	0	0	1.571	0.121	0.12	0.175	0.186	0.694	0.643	1.33	1.4
Aligned_pair3_v	63	1.176	0.851	0.973	0.851	0.973	-0.341	0.618	0.694	0.109	0.116	0.022	0.168	0.177	0.321	1.238	1.407	0.1	4.463	0	0	0	0	1.571	0.115	0.11	0.167	0.173	0.69	0.638	1.33	1.4
Aligned_pair3_v	64	1.162	0.845	0.972	0.845	0.972	-0.257	0.606	0.656	0.104	0.115	0.013	0.176	0.171	0.334	1.26	1.376	0.257	4.347	0	0	0	0	1.571	0.115	0.105	0.18	0.164	0.635	0.638	1.26	1.33
Aligned_pair3_v	65	1.186	0.838	0.957	0.838	0.957	-0.087	0.611	0.652	0.109	0.119	0.002	0.182	0.178	0.333	1.252	1.379	0.418	4.115	0	0	0	0	1.571	0.118	0.109	0.187	0.18	0.632	0.607	1.26	1.33
Aligned_pair3_v	66	1.196	0.825	0.963	0.825	0.963	-0.137	0.643	0.675	0.109	0.124	0.004	0.183	0.17	0.334	1.273	1.418	0.353	4.784	0	0	0	0	1.571	0.123	0.11	0.191	0.169	0.646	0.647	1.33	1.33
Aligned_pair3_v	67	1.225	0.84	0.964	0.84	0.964	-0.344	0.632	0.724	0.118	0.126	0.023	0.175	0.187	0.337	1.262	1.428	0.197	4.487	0	0	0	0	1.571	0.125	0.119	0.179	0.185	0.7	0.646	1.33	1.4
Aligned_pair3_v	68	1.24	0.848	0.977	0.848	0.977	-0.392	0.636	0.745	0.122	0.132	0.03	0.177	0.191	0.34	1.287	1.472	0.442	4.685	1.094	1.018	0.189	0	1.571	0.13	0.123	0.188	0.175	0.692	0.703	1.4	1.4
Aligned_pair3_v	69	1.235	0.861	0.975	0.861	0.975	-0.392	0.643	0.706	0.119	0.131	0.03	0.186	0.184	0.353	1.287	1.428	0.197	4.545	0	0	0	0	1.571	0.129	0.121	0.191	0.171	0.679	0.705	1.4	1.4
Aligned_pair3_v	70	1.255	0.874	0.977	0.874	0.977	-0.522	0.602	0.751	0.116	0.144	0.052	0.192	0.192	0.346	1.238	1.457	0.615	4.371	0	0	0	0	1.571	0.137	0.123	0.205	0.175	0.666	0.703	1.4	1.33
Aligned_pair3_v	71	1.279	0.873	0.966	0.873	0.966	-0.79	0.609	0.708	0.125	0.146	0.108	0.206	0.206	0.363	1.264	1.485	1.429	4.552	0	0	0	0	1.571	0.135	0.136	0.203	0.19	0.667	0.714	1.47	1.33
Aligned_pair3_v	72	1.279	0.874	0.963	0.874	0.963	-0.729	0.603	0.719	0.127	0.144	0.095	0.2	0.211	0.359	1.279	1.497	1.383	4.627	0	0	0	0	1.571	0.136	0.135	0.185	0.179	0.736	0.753	1.47	1.47
Aligned_pair3_v	73	1.363	0.885	0.963	0.885	0.963	-0.61	0.626	0.768	0.139	0.17	0.075	0.221	0.222	0.401	1.287	1.535	0.753	4.907	0	0	0	0	1.571	0.16	0.149	0.22	0.198	0.725	0.753	1.47	1.47
Aligned_pair3_v	74	1.358	0.878	0.968	0.878	0.968	-0.426	0.676	0.801	0.14	0.166	0.039	0.208	0.208	0.376	1.363	1.597	0.661	5.361	0	0	0	0	1.571	0.162	0.145	0.221	0.192	0.732	0.757	1.47	1.47
Aligned_pair3_v	75	1.392	0.897	0.97	0.897	0.97	-0.572	0.676	0.763	0.148	0.172	0.068	0.226	0.22	0.404	1.369	1.555	0.136	4.965	0	0	0	0	1.571	0.165	0.156	0.211	0.205	0.783	0.76	1.47	1.54
Aligned_pair3_v	76	1.421	0.902	0.963	0.902	0.963	-0.767	0.671	0.788	0.156	0.178	0.114	0.226	0.233	0.421	1.394	1.555	0.625	5.245	1.155	1.051	0.245	0	1.571	0.168	0.167	0.237	0.222	0.709	0.753	1.47	1.47
Aligned_pair3_v	77	1.431	0.901	0.972	0.901	0.972	-0.662	0.701	0.782	0.16	0.176	0.09	0.226	0.229	0.408	1.353	1.6	0.405	5.023	0	0	0	0	1.571	0.17	0.166	0.218	0.235	0.779	0.708	1.47	1.54
Aligned_pair3_v	78	1.441	0.907	0.978	0.907	0.978	-0.414	0.715	0.755	0.163	0.176	0.039	0.234	0.229	0.448	1.378	1.535	0.753	5.146	0	0	0	0	1.571	0.174	0.166	0.248	0.237	0.703	0.698	1.4	1.47
Aligned_pair3_v	79	1.485	0.895	0.973	0.895	0.973	-1.256	0.682	0.73	0.173	0.186	0.224	0.254	0.253	0.47	1.372	1.555	1.706	4.907	0	0	0	0	1.571	0.174	0.184	0.244	0.241	0.715	0.763	1.54	1.47
Aligned_pair3_v	80	1.5	0.902	0.973	0.902	0.973	-1.181	0.711	0.719	0.172	0.192	0.214	0.267	0.242	0.492	1.4	1.537	0.525	5.204	0	0	0	0	1.571	0.175	0.189	0.247	0.267	0.708	0.707	1.47	1.4
Aligned_pair3_v	81	1.539	0.919	0.96	0.919	0.96	-1.066	0.685	0.703	0.183	0.198	0.196	0.282	0.267	0.508	1.4	1.555	1.435	4.866	0	0	0	0	1.571	0.187	0.194	0.27	0.259	0.691	0.75	1.54	1.4
Aligned_pair3_v	82	1.549	0.927	0.962	0.927	0.962	-1.158	0.662	0.766	0.179	0.209	0.217	0.272	0.27	0.499	1.4	1.58	1.347	5.105	0	0	0	0	1.571	0.184	0.204	0.269	0.271	0.683	0.752	1.54	1.4
Aligned_pair3_v	83	1.588	0.942	0.95	0.942	0.95	-1.137	0.708	0.735	0.186	0.221	0.218	0.301	0.263	0.543	1.436	1.58	1.347	4.924	0	0	0	0	1.571	0.192	0.215	0.26	0.29	0.739	0.74	1.54	1.47
Aligned_pair3_v	84	1.667	0.958	0.955	0.958	0.955	-0.983	0.725	0.746	0.206	0.241	0.192	0.323	0.284	0.58	1.456	1.6	1.166	5.047	1.328	1.307	0.133	0	1.571	0.217	0.23	0.3	0.308	0.722	0.745	1.54	1.47
Aligned_pair3_v	85	1.681	0.962	0.969	0.962	0.969	-1.024	0.735	0.78	0.212	0.245	0.205	0.314	0.288	0.568	1.47	1.648	1.357	5.368	0	0	0	0	1.571	0.221	0.236	0.308	0.302	0.718	0.781	1.61	1.47
Aligned_pair3_v	86	1.701	0.962	0.968	0.962	0.968	-0.845	0.734	0.753	0.229	0.237	0.159	0.315	0.311	0.593	1.47	1.6	2.737	5.047	0	0	0	0	1.571	0.232	0.233	0.323	0.308	0.719	0.758	1.54	1.47
Aligned_pair3_v	87	1.716	0.973	0.962	0.973	0.962	-0.651	0.737	0.761	0.232	0.242	0.105	0.318	0.315	0.595	1.47	1.633	2.601	5.518	0	0	0	0	1.571	0.238	0.236	0.337	0.314	0.707	0.752	1.54	1.47
Aligned_pair3_v	88	1.686	0.966	0.966	0.966	0.966	0.477	0.729	0.764	0.22	0.236	0.059	0.309	0.302	0.597	1.47	1.598	2.639	4.931	0	0	0	0	1.571	0.233	0.223	0.326	0.312	0.714	0.714	1.47	1.47
Aligned_pair3_v	89	1.676	0.982	0.964	0.982	0.964	0.882	0.742	0.768	0.215	0.237	0.167	0.309	0.289	0.572	1.47	1.64	2.447	5.501	0	0	0	0	1.571	0.224	0.228	0.319	0.291	0.702	0.786	1.54	1.47
Aligned_pair3_v	90	1.701	0.981	0.978	0.981	0.978	0.989	0.721	0.756	0.214	0.252	0.198	0.333	0.297	0.593	1.461	1.634	1.743	5.105	0	0	0	0	1.571	0.225	0.24	0.321	0.311	0.701	0.772	1.61	1.47
Aligned_pair3_v	91	1.725	0.995	0.993	0.995	0.993	1.148	0.739	0.765	0.222	0.258	0.239	0.337	0.3	0.612	1.47	1.64	2.447	5.187	0	0	0	0	1.571	0.228	0.252	0.318	0.322	0.715	0.783	1.61	1.47
Aligned_pair3_v	92	1.745	0.994	1.004	0.994	1.004	1.081	0.781	0.752	0.237	0.252	0.226	0.334	0.303	0.625	1.47	1.634	2.326	5.17	1.4	1.376	0.129	0	1.571	0.24	0.249	0.336	0.333	0.714	0.747	1.54	1.47
Aligned_pair3_v	93	1.735	0.978	1.017	0.978	1.017	1.054	0.767	0.76	0.232	0.253	0.219	0.333	0.302	0.602	1.47	1.64	2.447	5.368	0	0	0	0	1.571	0.237	0.248	0.337	0.309	0.702	0.803	1.61	1.47
Aligned_pair3_v	94	1.76	0.975	1.013	0.975	1.013	-1.435	0.742	0.799	0.243	0.256	0.288	0.32	0.328	0.618	1.47	1.633	2.601	5.344	0	0	0	0	1.571	0.244	0.255	0.345	0.316	0.705	0.807	1.61	1.47
Aligned_pair3_v	95	1.73	0.967	1.02	0.967	1.02	1.434	0.741	0.744	0.24	0.243	0.283	0.326	0.324	0.601	1.47	1.66	2.659	5.187	0	0	0	0	1.571	0.24	0.243	0.337	0.328	0.713	0.74	1.54	1.47
Aligned_pair3_v	96	1.676	0.973	1.012	0.973	1.012	-1.486	0.726	0.817	0.212	0.242	0.277	0.296	0.292	0.554	1.47	1.664	1.316	5.221	0	0	0	0	1.571	0.213	0.241	0.301	0.298	0.707	0.809	1.61	1.47
Aligned_pair3_v	97	1.681	0.962	1.017	0.962	1.017	-1.463	0.741	0.82	0.215	0.241	0.277	0.294	0.29	0.552	1.469	1.639	1.222	5.17	0	0	0	0	1.571	0.215	0.241	0.3	0.3	0.718	0.804	1.61	1.47
Aligned_pair3_v	98	1.676	0.963	1.003	0.963	1.003	-1.348	0.757	0.855	0.205	0.252	0.266	0.295	0.27	0.532	1.459	1.705	1.236	5.03	0	0	0	0	1.571	0.207	0.249	0.289	0.305	0.718	0.817	1.61	1.47
Aligned_pair3_v	99	1.642	0.96	1.001	0.96	1.001	-1.325	0.711	0.875	0.198	0.244	0.258	0.279	0.279	0.501	1.4	1.729	1.016	5.699	0	0	0	0	1.571	0.201	0.241	0.296	0.295	0.68	0.819	1.61	1.4
Aligned_pair3_v	100	1.583	0.952	0.977	0.952	0.977	-1.264	0.734	0.835	0.183	0.226	0.24	0.271	0.25	0.488	1.4	1.652	0.936	5.187	1.26	1.193	0.208	0	1.571	0.187	0.222	0.279	0.287	0.672	0.773	1.54	1.4
Aligned_pair3_v	101	1.544	0.943	0.973	0.943	0.973	-1.209	0.751	0.797	0.176	0.212	0.225	0.266	0.235	0.483	1.4	1.66	1.088	5.088	0	0	0	0	1.571	0.181	0.207	0.271	0.293	0.667	0.707	1.47	1.4
Aligned_pair3_v	102	1.485	0.938	0.968	0.938	0.968	-1.2	0.667	0.775	0.16	0.198	0.215	0.255	0.24	0.461	1.33	1.598	1.068	4.948	0	0	0	0	1.571	0.165	0.193	0.246	0.271	0.672	0.712	1.47	1.33
Aligned_pair3_v	103	1.505	0.945	0.961	0.945	0.961	-1.074	0.686	0.754	0.165	0.202	0.194	0.267	0.241	0.486	1.33	1.555	0.625	4.774	0	0	0	0	1.571	0.174	0.193	0.261	0.283	0.665	0.681	1.4	1.33
Aligned_pair3_v	104	1.446	0.941	0.945	0.941	0.945	-1.077	0.677	0.766	0.151	0.189	0.187	0.247	0.223	0.443	1.33	1.573	1.007	5.006	0	0	0	0	1.571	0.16	0.18	0.238	0.271	0.67	0.665	1.4	1.33
Aligned_pair3_d	7	1.51	0.882	1.272	0.882	1.272	-1.507	0.543	0.921	0.117	0.313	0.251	0.34	0.215	0.439	1.05	1.848	1.141	5.235	0	0	0										
Aligned_pair3_d	8	1.524	0.889	1.262	0.889	1.262	1.543	0.523	0.903	0.117	0.321	0.254	0.356	0.223	0.463	1.107	1.832	1.456	5.095	0.99	0.939	0.13										
Aligned_pair3_d	9	1.471	0.875	1.236	0.875	1.236	1.517	0.542	0.85	0.116	0.278	0.244	0.327	0.215	0.439	1.106	1.763	1.451	4.938	0	NaN	NaN										
Aligned_pair3_d	10	1.451	0.868	1.242	0.868	1.242	1.5	0.554	0.839	0.114	0.267	0.241	0.318	0.206	0.428	1.107	1.752	1.611	4.897	0.99	0.939	0.13										
Aligned_pair3_d	11	1.461	0.856	1.23	0.856	1.23	1.477	0.565	0.827	0.116	0.267	0.241	0.323	0.206	0.447	1.12	1.722	2.034	4.897	3.501	3.163	0.689										
Aligned_pair3_d	12	1.466	0.849	1.245	0.849	1.245	1.475	0.574	0.837	0.119	0.264	0.242	0.315	0.206	0.44	1.163	1.756	1.981	4.914	4.481	3.892	0.937										
Aligned_pair3_d	13	1.471	0.835	1.235	0.835	1.235	1.462	0.582	0.847	0.12	0.268	0.242	0.316	0.207	0.436	1.162	1.773	1.412	5.088	0	NaN	NaN										
Aligned_pair3_d	14	1.471	0.821	1.24	0.821	1.24	1.407	0.602	0.886	0.121	0.267	0.239	0.302	0.202	0.411	1.19	1.838	1.88	5.129	0	NaN	NaN										
Aligned_pair3_d	15	1.539	0.839	1.232	0.839	1.232	1.51	0.637	0.867	0.136	0.284	0.256	0.328	0.214	0.461	1.26	1.818	1.844	5.187	0	0	0										
Aligned_pair3_d	16	1.475	0.854	1.232	0.854	1.232	1.491	0.612	0.849	0.126	0.266	0.244	0.314	0.206	0.411	1.253	1.771	1.893	5.245	4.481	3.969	0.873										
Aligned_pair3_d	17	1.451	0.848	1.209	0.848	1.209	1.453	0.612	0.826	0.115	0.265	0.238	0.321	0.188	0.434	1.19	1.75	1.855	4.989	0	NaN	NaN										
Aligned_pair3_d	18	1.426	0.821	1.208	0.821	1.208	1.477	0.585	0.815	0.108	0.261	0.236	0.321	0.185	0.431	1.12	1.729	1.944	4.856	1.01	0.962	0.094										
Aligned_pair3_d	19	1.412	0.802	1.209	0.802	1.209	1.504	0.542	0.827	0.1	0.27	0.234	0.326	0.184	0.435	1.05	1.75	1.855	4.781	3.711	3.304	0.69										
Aligned_pair3_d	20	1.387	0.792	1.199	0.792	1.199	1.473	0.551	0.811	0.099	0.253	0.229	0.312	0.18	0.409	1.05	1.729	1.944	4.74	0	NaN	NaN										
Aligned_pair3_d	21	1.392	0.785	1.207	0.785	1.207	1.48	0.538	0.832	0.095	0.264	0.23	0.317	0.176	0.427	1.05	1.75	1.855	4.74	0	NaN	NaN										
Aligned_pair3_d	22	1.426	0.773	1.198	0.773	1.198	1.454	0.546	0.851	0.103	0.267	0.235	0.314	0.188	0.435	1.094	1.763	1.69	4.815	0	NaN	NaN										
Aligned_pair3_d	23	1.387	0.769	1.195	0.769	1.195	1.47	0.545	0.799	0.101	0.243	0.229	0.304	0.186	0.418	1.09	1.664	1.826	4.617	0	0	0										
Aligned_pair3_d	24	1.48	0.785	1.176	0.785	1.176	1.543	0.551	0.828	0.117	0.269	0.247	0.325	0.213	0.461	1.12	1.716	1.365	4.757	0	NaN	NaN										
Aligned_pair3_d	25	1.446	0.808	1.197	0.808	1.197	1.563	0.524	0.779	0.114	0.253	0.241	0.325	0.217	0.45	1.05	1.648	1.785	4.6	3.711	3.441	0.54										
Aligned_pair3_d	26	1.397	0.815	1.182	0.815	1.182	1.461	0.534	0.793	0.1	0.248	0.23	0.313	0.187	0.421	1.05	1.683	1.866	4.542	3.641	3.392	0.508										
Aligned_pair3_d	27	1.348	0.807	1.173	0.807	1.173	1.499	0.521	0.773	0.097	0.225	0.224	0.291	0.186	0.394	1.05	1.628	2.015	4.6	0	NaN	NaN										
Aligned_pair3_d	28	1.353	0.804	1.183	0.804	1.183	1.464	0.515	0.784	0.095	0.232	0.223	0.296	0.184	0.408	1.05	1.634	1.743	4.641	0.99	0.963	0.12										
Aligned_pair3_d	29	1.353	0.806	1.19	0.806	1.19	1.499	0.523	0.791	0.101	0.221	0.224	0.279	0.194	0.386	1.089	1.639	1.92	4.757	0.99	0.963	0.12										
Aligned_pair3_d	30	1.372	0.796	1.191	0.796	1.191	1.464	0.524	0.792	0.099	0.234	0.226	0.296	0.189	0.413	1.089	1.664	1.826	4.658	1.01	0.969	0.101										
Aligned_pair3_d	31	1.407	0.782	1.185	0.782	1.185	1.499	0.537	0.844	0.104	0.252	0.233	0.299	0.193	0.419	1.12	1.716	1.365	4.914	0	0	0										
Aligned_pair3_d	32	1.392	0.78	1.201	0.78	1.201	1.512	0.515	0.796	0.099	0.247	0.231	0.31	0.192	0.415	1.05	1.705	1.906	4.798	0	NaN	NaN										
Aligned_pair3_d	33	1.485	0.79	1.182	0.79	1.182	-1.526	0.533	0.83	0.118	0.273	0.247	0.329	0.221	0.454	1.12	1.732	1.326	4.897	3.711	3.448	0.484										
Aligned_pair3_d	34	1.495	0.817	1.198	0.817	1.198	-1.493	0.538	0.828	0.118	0.28	0.248	0.339	0.219	0.463	1.12	1.75	1.855	4.839	1.094	1.036	0.1										
Aligned_pair3_d	35	1.471	0.827	1.177	0.827	1.177	-1.534	0.506	0.862	0.105	0.292	0.245	0.339	0.208	0.445	1.05	1.8	1.335	4.856	0	NaN	NaN										
Aligned_pair3_d	36	1.446	0.819	1.171	0.819	1.171	-1.552	0.514	0.858	0.107	0.268	0.241	0.313	0.209	0.425	1.05	1.818	1.844	4.897	3.711	3.332	0.701										
Aligned_pair3_d	37	1.461	0.808	1.176	0.808	1.176	-1.517	0.526	0.867	0.106	0.283	0.243	0.327	0.202	0.438	1.05	1.773	1.729	4.856	3.711	3.332	0.701										
Aligned_pair3_d	38	1.402	0.799	1.163	0.799	1.163	-1.501	0.532	0.817	0.103	0.25	0.233	0.306	0.193	0.405	1.113	1.716	1.776	4.856	0	NaN	NaN										
Aligned_pair3_d	39	1.372	0.798	1.167	0.798	1.167	-1.507	0.524	0.807	0.099	0.239	0.228	0.296	0.188	0.407	1.094	1.648	1.785	4.658	0	0	0										
Aligned_pair3_d	40	1.368	0.784	1.167	0.784	1.167	-1.508	0.538	0.81	0.1	0.236	0.227	0.291	0.186	0.396	1.09	1.703	1.736	4.798	3.501	3.316	0.421										
Aligned_pair3_d	41	1.353	0.782	1.162	0.782	1.162	-1.529	0.546	0.801	0.1	0.223	0.225	0.279	0.184	0.403	1.103	1.648	1.785	4.675	0	NaN	NaN										
