Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)	Cr_(rad)	M_(rad)	ICrCa(_^4)	IML(_^4)	ZCrCa(__A)	ZML(__A)	RCrCa(_)	RML(_)	DCrCa(_)	DML(_)
Aligned_pair1_v	165	1.196	0.657	1.216	0.657	1.216	-1.498	0.512	0.799	0.083	0.168	0.198	0.211	0.162	0.301	1.05	1.566	2.034	4.361	0	NaN	NaN										
Aligned_pair1_v	166	1.216	0.66	1.197	0.66	1.197	-1.487	0.531	0.815	0.087	0.173	0.201	0.213	0.164	0.306	1.05	1.624	1.441	4.518	0	0	0										
Aligned_pair1_v	167	1.201	0.655	1.203	0.655	1.203	1.561	0.515	0.829	0.086	0.17	0.2	0.205	0.168	0.302	1.05	1.58	1.347	4.501	3.431	3.191	0.709										
Aligned_pair1_v	168	1.176	0.656	1.206	0.656	1.206	1.528	0.515	0.831	0.082	0.169	0.196	0.204	0.159	0.297	1.05	1.616	1.484	4.634	0.98	0.902	0.166										
Aligned_pair1_v	169	1.152	0.658	1.207	0.658	1.207	1.485	0.517	0.829	0.072	0.169	0.191	0.203	0.14	0.29	1.031	1.6	1.976	4.6	0	0	0										
Aligned_pair1_v	170	1.147	0.656	1.205	0.656	1.205	1.564	0.448	0.826	0.07	0.17	0.191	0.206	0.157	0.288	0.91	1.686	1.488	4.88	0	0	0										
Aligned_pair1_v	171	1.152	0.645	1.205	0.645	1.205	1.569	0.505	0.756	0.072	0.165	0.192	0.218	0.143	0.304	0.98	1.566	2.034	4.6	0	0	0										
Aligned_pair1_v	172	1.142	0.639	1.182	0.639	1.182	-1.539	0.498	0.776	0.073	0.162	0.19	0.209	0.147	0.293	0.98	1.566	2.034	4.361	0	0	0										
Aligned_pair1_v	173	1.137	0.639	1.178	0.639	1.178	-1.536	0.506	0.777	0.075	0.155	0.189	0.199	0.149	0.29	1.046	1.547	1.48	4.535	0.939	0.878	0.109										
Aligned_pair1_v	174	1.201	0.65	1.176	0.65	1.176	-1.562	0.514	0.783	0.086	0.17	0.2	0.217	0.168	0.317	1.05	1.58	1.347	4.617	0	0	0										
Aligned_pair1_v	175	1.201	0.64	1.168	0.64	1.168	1.465	0.542	0.747	0.086	0.171	0.198	0.228	0.158	0.325	1.05	1.633	2.111	4.682	0.98	0.938	0.115										
Aligned_pair1_v	176	1.196	0.642	1.175	0.642	1.175	1.524	0.51	0.724	0.082	0.175	0.199	0.242	0.162	0.308	1.045	1.633	1.03	4.839	0.98	0.931	0.088										
Aligned_pair1_v	177	1.167	0.645	1.174	0.645	1.174	1.511	0.492	0.727	0.076	0.165	0.194	0.228	0.154	0.325	0.98	1.515	2.159	4.617	0	0	0										
Aligned_pair1_v	178	1.142	0.644	1.188	0.644	1.188	1.547	0.509	0.71	0.074	0.158	0.19	0.223	0.146	0.298	0.98	1.573	2.134	4.484	0	0	0										
Aligned_pair1_v	179	1.132	0.635	1.164	0.635	1.164	-1.524	0.497	0.719	0.072	0.156	0.188	0.217	0.145	0.289	0.98	1.537	1.046	4.501	0	0	0										
Aligned_pair1_v	180	1.152	0.629	1.17	0.629	1.17	1.568	0.489	0.749	0.074	0.168	0.192	0.224	0.152	0.282	0.98	1.6	1.166	4.624	0	0	0										
Aligned_pair1_v	181	1.137	0.618	1.147	0.618	1.147	1.514	0.479	0.759	0.071	0.166	0.189	0.219	0.149	0.297	0.98	1.537	1.046	4.542	0.886	0.84	0.094										
Aligned_pair1_v	182	1.118	0.616	1.174	0.616	1.174	1.454	0.502	0.738	0.067	0.158	0.184	0.215	0.134	0.301	0.98	1.503	2.055	4.709	0	0	0										
Aligned_pair1_v	183	1.142	0.648	1.154	0.648	1.154	1.535	0.448	0.673	0.072	0.157	0.19	0.234	0.16	0.319	0.91	1.498	2.224	4.303	0.98	0.96	0.063										
Aligned_pair1_v	184	1.132	0.639	1.154	0.639	1.154	-1.553	0.438	0.739	0.072	0.153	0.189	0.207	0.165	0.278	0.91	1.566	1.107	4.443	0.98	0.93	0.163										
Aligned_pair1_v	185	1.132	0.633	1.129	0.633	1.129	-1.454	0.475	0.695	0.072	0.153	0.186	0.22	0.151	0.294	0.98	1.537	1.046	4.262	0	0	0										
Aligned_pair1_v	186	1.122	0.623	1.139	0.623	1.139	-1.429	0.491	0.703	0.07	0.151	0.183	0.215	0.143	0.285	0.98	1.537	1.046	4.262	0	0	0										
Aligned_pair1_v	187	1.083	0.633	1.118	0.633	1.118	-1.442	0.525	0.737	0.068	0.141	0.178	0.192	0.129	0.268	1.04	1.566	1.107	4.634	0	0	0										
Aligned_pair1_v	188	1.147	0.646	1.131	0.646	1.131	-1.5	0.47	0.694	0.074	0.16	0.19	0.23	0.157	0.308	0.98	1.537	1.046	4.402	0	0	0										
Aligned_pair1_v	189	1.152	0.656	1.121	0.656	1.121	-1.548	0.458	0.704	0.075	0.159	0.192	0.227	0.165	0.316	0.98	1.477	1.666	4.361	0	NaN	NaN										
Aligned_pair1_v	190	1.167	0.649	1.149	0.649	1.149	1.57	0.439	0.671	0.076	0.165	0.194	0.246	0.173	0.313	0.91	1.537	1.046	4.344	0	0	0										
Aligned_pair1_v	191	1.127	0.648	1.115	0.648	1.115	-1.442	0.479	0.74	0.072	0.152	0.185	0.206	0.149	0.279	0.98	1.598	1.068	4.361	3.431	3.23	0.592										
Aligned_pair1_v	192	1.167	0.656	1.121	0.656	1.121	-1.356	0.496	0.769	0.08	0.158	0.186	0.206	0.161	0.296	1.05	1.598	1.068	4.634	0.939	0.885	0.124										
Aligned_pair1_v	193	1.122	0.664	1.117	0.664	1.117	-1.342	0.484	0.767	0.069	0.154	0.177	0.201	0.143	0.281	0.98	1.6	1.166	4.501	0	0	0										
Aligned_pair1_v	194	1.147	0.657	1.115	0.657	1.115	-1.429	0.491	0.743	0.075	0.157	0.187	0.212	0.154	0.292	0.98	1.573	1.007	4.501	0	0	0										
Aligned_pair1_v	195	1.132	0.66	1.113	0.66	1.113	-1.439	0.5	0.808	0.074	0.155	0.185	0.191	0.149	0.267	0.98	1.6	1.166	4.542	0	0	0										
Aligned_pair1_v	196	1.127	0.651	1.102	0.651	1.102	-1.495	0.465	0.71	0.071	0.153	0.187	0.215	0.153	0.284	0.967	1.535	1.148	4.303	0	0	0										
Aligned_pair1_v	197	1.113	0.651	1.113	0.651	1.113	-1.393	0.469	0.752	0.068	0.155	0.18	0.206	0.145	0.279	0.91	1.612	0.971	4.327	0.939	0.895	0.089										
Aligned_pair1_v	198	1.073	0.661	1.11	0.661	1.11	-1.388	0.473	0.749	0.062	0.147	0.173	0.196	0.131	0.264	0.98	1.566	1.107	4.245	0	0	0										
Aligned_pair1_v	199	1.098	0.653	1.118	0.653	1.118	-1.411	0.446	0.81	0.063	0.159	0.178	0.196	0.141	0.266	0.91	1.6	1.166	4.385	3.151	2.892	0.463										
Aligned_pair1_v	200	1.069	0.642	1.115	0.642	1.115	-1.411	0.459	0.74	0.061	0.146	0.174	0.198	0.134	0.269	0.91	1.515	0.983	4.204	0.852	0.813	0.092										
Aligned_pair1_v	201	1.069	0.639	1.11	0.639	1.11	-1.443	0.451	0.797	0.061	0.153	0.175	0.192	0.135	0.257	0.906	1.633	1.03	4.525	0	0	0										
Aligned_pair1_v	202	1.02	0.649	1.103	0.649	1.103	-1.403	0.455	0.798	0.056	0.14	0.165	0.176	0.124	0.239	0.894	1.573	1.007	4.559	0	0	0										
Aligned_pair1_v	203	1.02	0.647	1.103	0.647	1.103	-1.46	0.425	0.785	0.055	0.137	0.168	0.174	0.13	0.233	0.887	1.6	1.166	4.344	0	0	0										
Aligned_pair1_v	204	0.985	0.656	1.105	0.656	1.105	-1.419	0.443	0.726	0.051	0.127	0.16	0.175	0.115	0.235	0.884	1.515	0.983	4.105	0	0	0										
Aligned_pair1_v	205	1.015	0.647	1.106	0.647	1.106	-1.383	0.463	0.736	0.054	0.135	0.163	0.184	0.116	0.248	0.906	1.515	0.983	4.426	0	NaN	NaN										
Aligned_pair1_v	206	0.985	0.649	1.094	0.649	1.094	-1.295	0.462	0.738	0.051	0.126	0.152	0.171	0.111	0.236	0.91	1.515	0.983	4.18	0	0	0										
Aligned_pair1_v	207	0.956	0.659	1.103	0.659	1.103	-1.331	0.414	0.723	0.046	0.127	0.15	0.175	0.111	0.237	0.863	1.498	0.918	4.32	0.84	0.786	0.102										
Aligned_pair1_v	208	0.946	0.659	1.086	0.659	1.086	-1.35	0.454	0.735	0.047	0.123	0.15	0.167	0.104	0.22	0.868	1.498	0.918	4.163	0.84	0.766	0.139										
Aligned_pair1_v	209	0.917	0.657	1.1	0.657	1.1	-1.406	0.426	0.712	0.043	0.115	0.149	0.162	0.1	0.218	0.864	1.457	0.956	4.18	0	0	0										
Aligned_pair1_v	210	0.917	0.677	1.078	0.677	1.078	-1.394	0.445	0.713	0.043	0.114	0.148	0.16	0.096	0.207	0.84	1.515	0.983	4.303	0	0	0										
Aligned_pair1_v	211	0.946	0.68	1.103	0.68	1.103	-1.37	0.416	0.729	0.043	0.125	0.151	0.171	0.104	0.226	0.886	1.477	1.022	4.04	0	0	0										
Aligned_pair1_v	212	0.922	0.682	1.097	0.682	1.097	-1.341	0.438	0.727	0.041	0.125	0.146	0.173	0.094	0.223	0.908	1.555	1.706	4.378	0	0	0										
Aligned_pair1_v	213	0.922	0.683	1.111	0.683	1.111	-1.374	0.421	0.708	0.04	0.126	0.148	0.178	0.095	0.233	0.858	1.485	1.713	4.18	0	0	0										
Aligned_pair1_v	214	0.897	0.692	1.103	0.692	1.103	-1.414	0.426	0.72	0.038	0.123	0.146	0.171	0.088	0.217	0.835	1.511	1.337	4.18	0	0	0										
Aligned_pair1_v	215	0.887	0.687	1.107	0.687	1.107	-1.44	0.402	0.719	0.036	0.122	0.145	0.17	0.09	0.212	0.811	1.511	1.337	4.04	0.792	0.711	0.115										
Aligned_pair1_v	216	0.902	0.694	1.087	0.694	1.087	-1.434	0.405	0.75	0.037	0.123	0.148	0.164	0.092	0.214	0.827	1.566	1.391	4.238	0.754	0.713	0.075										
Aligned_pair1_v	217	0.877	0.711	1.09	0.711	1.09	-1.458	0.409	0.688	0.035	0.117	0.144	0.169	0.086	0.217	0.832	1.443	1.326	4.32	0	0	0										
Aligned_pair1_v	218	0.853	0.719	1.107	0.719	1.107	-1.437	0.406	0.706	0.032	0.115	0.14	0.163	0.08	0.207	0.829	1.462	1.279	4.344	0	0	0										
Aligned_pair2_v	11	1.044	0.787	1.231	0.787	1.231	-1.569	0.436	0.811	0.048	0.173	0.174	0.213	0.11	0.269	0.91	1.616	1.263	4.361	0	NaN	NaN										
Aligned_pair2_v	12	1.108	0.793	1.215	0.793	1.215	-1.508	0.435	0.8	0.056	0.184	0.184	0.23	0.128	0.298	0.91	1.616	1.263	4.378	2.52	2.353	0.373										
Aligned_pair2_v	13	1.118	0.8	1.199	0.8	1.199	-1.48	0.442	0.723	0.06	0.175	0.185	0.242	0.136	0.304	0.91	1.573	1.935	4.518	0	NaN	NaN										
Aligned_pair2_v	14	1.098	0.796	1.177	0.796	1.177	-1.503	0.444	0.758	0.056	0.172	0.182	0.227	0.126	0.294	0.91	1.597	1.305	4.535	2.52	2.301	0.371										
Aligned_pair2_v	15	1.118	0.804	1.163	0.804	1.163	-1.496	0.435	0.834	0.057	0.184	0.185	0.22	0.13	0.275	0.925	1.6	1.166	4.501	0.84	0.798	0.084										
Aligned_pair2_v	16	1.127	0.798	1.181	0.798	1.181	-1.549	0.451	0.761	0.057	0.184	0.188	0.242	0.127	0.31	0.91	1.597	1.837	4.361	0	NaN	NaN										
Aligned_pair2_v	17	1.176	0.803	1.18	0.803	1.18	-1.567	0.458	0.83	0.061	0.207	0.196	0.25	0.133	0.316	0.964	1.705	1.236	4.6	0	NaN	NaN										
Aligned_pair2_v	18	1.216	0.828	1.182	0.828	1.182	1.56	0.501	0.764	0.07	0.21	0.203	0.275	0.139	0.353	1.04	1.639	1.92	4.74	0.84	0.815	0.071										
Aligned_pair2_v	19	1.26	0.839	1.187	0.839	1.187	-1.558	0.495	0.77	0.081	0.206	0.21	0.267	0.164	0.351	1.05	1.664	1.182	4.699	1.12	1.048	0.128										
Aligned_pair2_v	20	1.328	0.837	1.188	0.837	1.188	-1.528	0.515	0.783	0.09	0.233	0.221	0.298	0.174	0.382	1.05	1.722	1.107	4.74	0	NaN	NaN										
Aligned_pair2_v	21	1.353	0.825	1.184	0.825	1.184	-1.496	0.541	0.784	0.093	0.246	0.224	0.314	0.172	0.414	1.05	1.693	1.052	4.764	0	NaN	NaN										
Aligned_pair2_v	22	1.387	0.819	1.194	0.819	1.194	-1.476	0.515	0.794	0.099	0.252	0.229	0.318	0.192	0.421	1.069	1.729	1.198	4.897	0	NaN	NaN										
Aligned_pair2_v	23	1.402	0.814	1.185	0.814	1.185	-1.493	0.531	0.829	0.105	0.247	0.232	0.298	0.197	0.421	1.105	1.664	1.182	4.74	0	NaN	NaN										
Aligned_pair2_v	24	1.412	0.802	1.202	0.802	1.202	-1.533	0.535	0.783	0.111	0.238	0.235	0.304	0.208	0.426	1.12	1.639	1.92	4.624	0	NaN	NaN										
Aligned_pair2_v	25	1.417	0.796	1.182	0.796	1.182	-1.507	0.58	0.829	0.115	0.233	0.235	0.282	0.199	0.419	1.19	1.692	1.144	4.955	1.12	1.048	0.128										
Aligned_pair2_v	26	1.412	0.793	1.17	0.793	1.17	-1.566	0.582	0.82	0.114	0.231	0.235	0.282	0.195	0.412	1.19	1.664	1.826	4.658	0	NaN	NaN										
Aligned_pair2_v	27	1.461	0.793	1.176	0.793	1.176	-1.546	0.583	0.827	0.125	0.242	0.243	0.293	0.215	0.444	1.19	1.664	1.182	4.856	4.481	4.109	0.676										
Aligned_pair2_v	28	1.451	0.79	1.17	0.79	1.17	1.527	0.593	0.829	0.12	0.245	0.241	0.296	0.202	0.428	1.19	1.722	2.034	4.856	0	NaN	NaN										
Aligned_pair2_v	29	1.466	0.801	1.181	0.801	1.181	1.536	0.596	0.771	0.123	0.245	0.244	0.318	0.206	0.448	1.19	1.693	2.09	4.74	0	NaN	NaN										
Aligned_pair2_v	30	1.451	0.803	1.167	0.803	1.167	1.489	0.547	0.771	0.12	0.239	0.24	0.31	0.219	0.443	1.12	1.664	1.959	4.682	0	NaN	NaN										
Aligned_pair2_v	31	1.461	0.801	1.166	0.801	1.166	1.49	0.548	0.774	0.12	0.246	0.242	0.318	0.219	0.437	1.12	1.693	2.09	4.723	0	NaN	NaN										
Aligned_pair2_v	32	1.475	0.8	1.174	0.8	1.174	1.419	0.575	0.792	0.125	0.248	0.24	0.313	0.218	0.457	1.19	1.664	1.959	4.74	0	NaN	NaN										
Aligned_pair2_v	33	1.554	0.796	1.174	0.796	1.174	1.459	0.584	0.821	0.134	0.284	0.256	0.345	0.23	0.496	1.19	1.754	2.07	4.938	4.551	4.075	0.798										
Aligned_pair2_v	34	1.559	0.795	1.18	0.795	1.18	1.496	0.574	0.84	0.132	0.291	0.258	0.347	0.23	0.5	1.174	1.732	1.816	4.996	0	NaN	NaN										
Aligned_pair2_v	35	1.573	0.79	1.174	0.79	1.174	1.538	0.584	0.824	0.134	0.298	0.262	0.362	0.23	0.514	1.19	1.75	1.287	5.037	4.551	4.408	0.522										
Aligned_pair2_v	36	1.554	0.801	1.189	0.801	1.189	1.553	0.594	0.774	0.138	0.277	0.259	0.358	0.231	0.496	1.19	1.692	1.144	4.996	0	NaN	NaN										
Aligned_pair2_v	37	1.569	0.795	1.193	0.795	1.193	-1.562	0.585	0.774	0.146	0.272	0.261	0.351	0.249	0.503	1.19	1.709	2.182	5.061	1.129	1.107	0.096										
Aligned_pair2_v	38	1.593	0.791	1.194	0.791	1.194	1.564	0.581	0.776	0.148	0.281	0.265	0.362	0.255	0.531	1.19	1.705	1.906	4.781	1.129	1.11	0.088										
Aligned_pair2_v	39	1.588	0.793	1.184	0.793	1.184	-1.547	0.591	0.838	0.149	0.28	0.265	0.334	0.253	0.502	1.19	1.729	1.198	5.037	1.26	1.223	0.11										
Aligned_pair2_v	40	1.603	0.786	1.201	0.786	1.201	-1.54	0.618	0.789	0.154	0.28	0.267	0.355	0.25	0.527	1.24	1.729	1.198	4.996	4.551	4.408	0.522										
Aligned_pair2_v	41	1.598	0.787	1.203	0.787	1.203	-1.555	0.616	0.788	0.154	0.277	0.266	0.352	0.249	0.506	1.253	1.729	1.198	4.897	1.129	1.11	0.088										
Aligned_pair2_v	42	1.598	0.787	1.217	0.787	1.217	-1.548	0.619	0.803	0.158	0.271	0.266	0.337	0.256	0.511	1.26	1.729	1.198	5.095	4.551	4.429	0.446										
Aligned_pair2_v	43	1.652	0.796	1.222	0.796	1.222	-1.51	0.626	0.815	0.173	0.283	0.274	0.348	0.275	0.542	1.26	1.729	1.198	5.095	1.26	1.204	0.147										
Aligned_pair2_v	44	1.686	0.807	1.229	0.807	1.229	-1.495	0.631	0.83	0.178	0.298	0.279	0.359	0.282	0.549	1.26	1.771	1.249	5.31	0	NaN	NaN										
Aligned_pair2_v	45	1.686	0.806	1.236	0.806	1.236	-1.486	0.635	0.827	0.177	0.297	0.279	0.36	0.279	0.569	1.316	1.732	1.326	5.392	1.26	1.204	0.147										
Aligned_pair2_v	46	1.613	0.796	1.224	0.796	1.224	-1.52	0.657	0.746	0.178	0.248	0.268	0.333	0.271	0.533	1.311	1.64	2.266	5.119	0	NaN	NaN										
Aligned_pair2_v	47	1.632	0.803	1.218	0.803	1.218	-1.535	0.678	0.799	0.182	0.254	0.272	0.318	0.268	0.546	1.33	1.634	1.399	5.17	5.601	5.235	0.81										
Aligned_pair2_v	48	1.588	0.801	1.235	0.801	1.235	1.533	0.678	0.751	0.17	0.244	0.264	0.326	0.251	0.521	1.33	1.633	1.03	5.17	5.671	5.255	0.91										
Aligned_pair2_v	49	1.627	0.813	1.229	0.813	1.229	1.509	0.663	0.806	0.173	0.263	0.27	0.327	0.261	0.536	1.33	1.683	1.275	5.054	1.26	1.223	0.11										
Aligned_pair2_v	50	1.637	0.815	1.217	0.815	1.217	1.531	0.644	0.804	0.177	0.265	0.272	0.33	0.275	0.541	1.33	1.683	1.275	5.112	1.26	1.223	0.11										
Aligned_pair2_v	51	1.647	0.813	1.204	0.813	1.204	-1.563	0.66	0.785	0.178	0.27	0.274	0.345	0.27	0.557	1.33	1.634	1.743	5.095	0	NaN	NaN										
Aligned_pair2_v	52	1.657	0.812	1.194	0.812	1.194	-1.563	0.661	0.776	0.181	0.275	0.276	0.355	0.274	0.544	1.33	1.722	1.107	5.276	0	NaN	NaN										
Aligned_pair2_v	53	1.676	0.804	1.181	0.804	1.181	-1.53	0.617	0.832	0.176	0.294	0.279	0.353	0.286	0.565	1.26	1.695	0.903	5.078	1.252	1.204	0.123										
Aligned_pair2_v	54	1.701	0.799	1.171	0.799	1.171	-1.528	0.626	0.886	0.178	0.311	0.283	0.351	0.284	0.539	1.26	1.763	1.69	5.194	0	NaN	NaN										
Aligned_pair2_v	55	1.72	0.791	1.154	0.791	1.154	1.558	0.613	0.876	0.18	0.321	0.287	0.366	0.294	0.564	1.26	1.763	1.69	5.153	0	NaN	NaN										
Aligned_pair2_v	56	1.706	0.787	1.171	0.787	1.171	1.518	0.619	0.836	0.178	0.311	0.284	0.373	0.288	0.561	1.26	1.789	2.105	5.061	0	NaN	NaN										
Aligned_pair2_v	57	1.725	0.783	1.18	0.783	1.18	1.539	0.647	0.832	0.181	0.318	0.287	0.383	0.279	0.583	1.33	1.767	2.159	5.078	0	NaN	NaN										
Aligned_pair2_v	58	1.716	0.788	1.177	0.788	1.177	1.563	0.65	0.827	0.179	0.316	0.286	0.382	0.275	0.571	1.33	1.756	1.981	5.153	5.671	5.359	0.738										
Aligned_pair2_v	59	1.735	0.78	1.17	0.78	1.17	-1.505	0.637	0.887	0.179	0.331	0.288	0.373	0.281	0.571	1.26	1.785	1.768	5.095	0	NaN	NaN										
Aligned_pair2_v	60	1.73	0.779	1.18	0.779	1.18	-1.506	0.637	0.846	0.176	0.335	0.287	0.396	0.276	0.585	1.26	1.795	1.212	5.235	5.601	5.206	0.935										
Aligned_pair2_v	61	1.74	0.774	1.172	0.774	1.172	-1.526	0.632	0.894	0.173	0.345	0.289	0.386	0.274	0.579	1.26	1.785	1.768	5.235	0	NaN	NaN										
Aligned_pair2_v	62	1.735	0.773	1.164	0.773	1.164	-1.509	0.622	0.957	0.167	0.352	0.288	0.368	0.268	0.542	1.26	1.868	1.344	5.351	1.252	1.197	0.151										
Aligned_pair2_v	63	1.725	0.779	1.155	0.779	1.155	-1.508	0.583	0.938	0.162	0.354	0.286	0.377	0.279	0.544	1.19	1.842	1.418	5.037	0	NaN	NaN										
Aligned_pair2_v	64	1.73	0.777	1.14	0.777	1.14	-1.538	0.637	0.931	0.166	0.353	0.288	0.379	0.26	0.557	1.26	1.868	1.344	5.194	0	NaN	NaN										
Aligned_pair2_v	65	1.676	0.766	1.158	0.766	1.158	-1.539	0.624	0.882	0.156	0.334	0.279	0.379	0.249	0.55	1.26	1.8	1.335	5.078	0	NaN	NaN										
Aligned_pair2_v	66	1.696	0.777	1.156	0.777	1.156	-1.538	0.634	0.949	0.156	0.353	0.282	0.372	0.247	0.534	1.26	1.854	1.761	5.252	0	NaN	NaN										
Aligned_pair2_v	67	1.696	0.775	1.166	0.775	1.166	-1.552	0.633	0.888	0.154	0.36	0.283	0.405	0.243	0.572	1.32	1.842	1.723	5.392	0	NaN	NaN										
Aligned_pair2_v	68	1.657	0.784	1.166	0.784	1.166	-1.537	0.575	0.892	0.149	0.337	0.276	0.378	0.26	0.536	1.19	1.795	1.93	5.194	1.12	1.055	0.124										
Aligned_pair2_v	69	1.632	0.771	1.165	0.771	1.165	-1.528	0.578	0.884	0.142	0.329	0.272	0.373	0.246	0.526	1.19	1.795	1.93	5.194	0	NaN	NaN										
Aligned_pair2_v	70	1.583	0.779	1.159	0.779	1.159	-1.552	0.568	0.881	0.133	0.309	0.264	0.351	0.235	0.498	1.19	1.818	1.298	5.269	1.12	1.076	0.098										
Aligned_pair2_v	71	1.569	0.781	1.154	0.781	1.154	-1.554	0.557	0.876	0.126	0.315	0.261	0.36	0.226	0.5	1.12	1.785	1.373	4.996	1.12	1.06	0.123										
Aligned_pair2_v	72	1.534	0.784	1.147	0.784	1.147	-1.524	0.571	0.872	0.124	0.296	0.255	0.34	0.217	0.48	1.19	1.82	1.176	5.095	1.12	1.055	0.124										
Aligned_pair2_v	73	1.544	0.782	1.152	0.782	1.152	-1.479	0.56	0.893	0.118	0.319	0.255	0.357	0.211	0.479	1.163	1.82	1.176	4.996	0	NaN	NaN										
Aligned_pair2_v	74	1.505	0.795	1.154	0.795	1.154	-1.484	0.555	0.899	0.112	0.306	0.249	0.341	0.202	0.449	1.147	1.848	1.141	5.037	4.481	4.037	0.753										
Aligned_pair2_v	75	1.475	0.786	1.161	0.786	1.161	-1.42	0.546	0.862	0.11	0.29	0.24	0.337	0.201	0.442	1.144	1.816	1.09	5.153	3.501	3.361	0.517										
Aligned_pair2_v	76	1.505	0.798	1.167	0.798	1.167	-1.408	0.551	0.859	0.113	0.302	0.244	0.352	0.205	0.472	1.149	1.785	1.125	5.112	3.501	3.226	0.603										
Aligned_pair2_v	77	1.505	0.803	1.182	0.803	1.182	-1.423	0.564	0.838	0.114	0.296	0.245	0.353	0.203	0.48	1.12	1.789	1.037	5.211	0	NaN	NaN										
Aligned_pair2_v	78	1.559	0.818	1.182	0.818	1.182	-1.438	0.574	0.847	0.128	0.303	0.255	0.358	0.222	0.493	1.12	1.816	1.09	5.194	0	NaN	NaN										
Aligned_pair2_v	79	1.578	0.827	1.187	0.827	1.187	-1.47	0.565	0.862	0.128	0.316	0.26	0.367	0.227	0.501	1.12	1.818	1.298	5.037	0	NaN	NaN										
Aligned_pair2_v	80	1.544	0.84	1.183	0.84	1.183	-1.53	0.569	0.846	0.126	0.301	0.257	0.355	0.221	0.472	1.168	1.795	1.212	4.979	4.481	4.067	0.695										
Aligned_pair2_v	81	1.515	0.834	1.194	0.834	1.194	-1.522	0.579	0.843	0.122	0.288	0.252	0.342	0.21	0.464	1.188	1.789	1.037	5.037	1.12	1.076	0.098										
Aligned_pair2_v	82	1.495	0.835	1.187	0.835	1.187	-1.53	0.576	0.84	0.117	0.29	0.249	0.345	0.203	0.463	1.19	1.754	1.071	5.136	4.481	4.067	0.695										
Aligned_pair2_v	83	1.534	0.829	1.168	0.829	1.168	-1.557	0.548	0.889	0.116	0.322	0.256	0.362	0.211	0.488	1.12	1.795	1.93	5.078	3.501	3.044	0.714										
Aligned_pair2_v	84	1.529	0.833	1.167	0.833	1.167	-1.531	0.549	0.892	0.114	0.321	0.254	0.36	0.208	0.484	1.12	1.8	1.335	5.194	0.99	0.896	0.161										
Aligned_pair2_v	85	1.51	0.825	1.182	0.825	1.182	-1.528	0.523	0.847	0.111	0.31	0.251	0.366	0.212	0.488	1.05	1.795	1.212	5.078	0.98	0.941	0.12										
Aligned_pair2_v	86	1.446	0.841	1.175	0.841	1.175	-1.55	0.5	0.831	0.104	0.283	0.241	0.341	0.207	0.444	1.05	1.795	1.212	5.054	3.501	3.002	0.675										
Aligned_pair2_v	87	1.5	0.839	1.153	0.839	1.153	1.523	0.517	1.025	0.105	0.328	0.249	0.32	0.203	0.412	1.05	1.842	1.723	5.269	2.8	1.731	1.067										
Aligned_pair2_v	88	1.505	0.845	1.15	0.845	1.15	1.49	0.55	1.018	0.104	0.334	0.249	0.328	0.189	0.429	1.12	1.771	1.893	5.153	0	NaN	NaN										
Aligned_pair2_v	89	1.495	0.847	1.133	0.847	1.133	1.47	0.538	0.954	0.1	0.342	0.247	0.358	0.186	0.446	1.099	1.922	1.754	6.488	0	NaN	NaN										
Aligned_pair2_v	90	1.515	0.838	1.126	0.838	1.126	1.467	0.527	0.911	0.101	0.348	0.25	0.382	0.192	0.459	1.05	1.912	1.985	5.747	0	NaN	NaN										
Aligned_pair2_v	91	1.529	0.833	1.119	0.833	1.119	1.474	0.528	0.931	0.103	0.355	0.253	0.381	0.195	0.482	1.05	1.912	1.985	5.887	0	NaN	NaN										
Aligned_pair2_v	92	1.534	0.818	1.105	0.818	1.105	1.495	0.53	0.972	0.1	0.374	0.254	0.384	0.188	0.487	1.05	1.936	1.789	5.904	0.886	0.653	0.241										
Aligned_pair2_v	93	1.554	0.814	1.126	0.814	1.126	1.496	0.537	0.938	0.102	0.381	0.258	0.406	0.19	0.497	1.05	1.977	1.971	5.788	0.886	0.653	0.241										
Aligned_pair2_v	94	1.549	0.814	1.136	0.814	1.136	1.507	0.53	0.927	0.103	0.371	0.257	0.4	0.195	0.51	1.12	1.922	1.388	5.945	0	NaN	NaN										
Aligned_pair2_v	95	1.515	0.805	1.153	0.805	1.153	1.506	0.596	0.887	0.105	0.337	0.251	0.38	0.177	0.485	1.227	1.868	1.344	6.003	0	NaN	NaN										
Aligned_pair2_v	96	1.505	0.802	1.165	0.802	1.165	1.497	0.587	0.876	0.106	0.324	0.249	0.37	0.181	0.482	1.19	1.854	1.381	5.805	3.641	3.241	0.7										
Aligned_pair2_v	97	1.475	0.794	1.161	0.794	1.161	1.53	0.585	0.884	0.101	0.317	0.245	0.358	0.172	0.464	1.19	1.854	1.381	5.839	0	NaN	NaN										
